0.1466669,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.1542342,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
0.1531981,0.39702942,0.49733826,0.48447815,0.04322693,0.4623468,0.06332458,0.20209412,0.02761536,0.48818665,0.12074646
0.1814291,0.46928528,0.09777771,0.46964417,0.45522888,0.45421204,0.49733826,0.32124451,0.39846497,0.0120636,0.49733826
0.1550837,0.13309814,0.46973389,0.03284912,0.01179443,0.28406982,0.46327393,0.1027124,0.4855249,0.42571045,0.44796143
0.144008,0.07163879,0.12601013,0.12080627,0.46049255,0.03742493,0.01355896,0.45092224,0.11566223,0.47670227,0.03269958
0.1480176,0.01160004,0.42120941,0.01695343,0.47979767,0.46002899,0.33740936,0.04778778,0.39907806,0.03687164,0.19406403
0.1549923,0.49431763,0.07800903,0.38497681,0.16127075,0.34980591,0.48331177,0.49060913,0.01209351,0.39107788,0.01891235
0.1611239,0.46198792,0.39362,0.30539368,0.01559265,0.0265387,0.05937683,0.49889343,0.49811584,0.42083557,0.49004089
0.1501779,0.44800629,0.49011566,0.42273468,0.48745392,0.14612274,0.08475311,0.04013153,0.03923431,0.07515289,0.41609528
0.1501839,0.11455566,0.05234863,0.33993652,0.49880371,0.43851074,0.08393066,0.05282715,0.48971191,0.43133301,0.03990723
0.1444111,0.03667725,0.33742432,0.05318604,0.14506104,0.28526611,0.05868896,0.48672119,0.02495361,0.174729,0.4702124
0.1425356,0.08876068,0.04401947,0.0122879,0.4997757,0.02685272,0.25211395,0.11466034,0.14893402,0.10972565,0.44707916
0.1504841,0.4238562,0.44036499,0.01328979,0.4834314,0.01592163,0.48175659,0.09762817,0.13638794,0.47852661,0.08387085
0.150215,0.04672607,0.47954346,0.43934814,0.38958252,0.04935791,0.46781982,0.31780518,0.01203369,0.12831299,0.21707764
0.145467,0.117995,0.49261292,0.09227478,0.49165588,0.16680359,0.03921936,0.43148254,0.44135193,0.02719666,0.02271057
0.1392551,0.07679779,0.27897064,0.49415314,0.04087921,0.44363983,0.09659637,0.03761932,0.04318207,0.03077057,0.01976471
0.1451638,0.26184875,0.2123822,0.06840881,0.4908783,0.07259583,0.01475525,0.04298767,0.04555969,0.49033997,0.48752869
0.1414468,0.04304749,0.01583191,0.03287903,0.16752136,0.49428772,0.09454773,0.04406433,0.06434143,0.23253967,0.41611023
0.1450206,0.0786969,0.42568054,0.16997375,0.01224304,0.46725159,0.45128113,0.3692157,0.01529358,0.07965393,0.03975769
0.1416899,0.02994812,0.02175354,0.49422791,0.08970276,0.12469421,0.03539124,0.05249817,0.1465863,0.27602478,0.30981995
0.1408961,0.04418396,0.49225403,0.30892273,0.03383606,0.04059509,0.03096497,0.04902893,0.25269714,0.42855164,0.06182922
0.1484541,0.02393677,0.41057739,0.02848267,0.05647583,0.43546021,0.09714966,0.44706421,0.35327515,0.47960327,0.07011353
0.142028,0.03497253,0.49859436,0.04705505,0.41389709,0.06416199,0.10692932,0.03024719,0.02958923,0.47341248,0.10238342
0.1396254,0.0323407,0.36484924,0.46790955,0.30934143,0.1701532,0.07893616,0.03479309,0.01116638,0.06787048,0.10166565
0.1401367,0.06299561,0.49581299,0.19530518,0.08237549,0.10965088,0.02471436,0.01442627,0.12017822,0.16372314,0.26971436
0.1389338,0.01876282,0.22578064,0.32297913,0.08318298,0.06302551,0.02049744,0.18271423,0.03216125,0.15920715,0.129599
0.1428776,0.01257202,0.14727417,0.26283569,0.46165894,0.30614136,0.03984741,0.07011353,0.0815979,0.1213147,0.24824097
0.140594,0.02268066,0.14422363,0.49306152,0.16192871,0.16288574,0.05330566,0.02220215,0.03033691,0.46195801,0.07053223
0.1404983,0.01363373,0.24260345,0.4195047,0.01216827,0.11250702,0.20569794,0.05867401,0.03361176,0.16666901,0.11355377
0.1417356,0.04535034,0.13650757,0.30853394,0.04080444,0.49395874,0.06496948,0.07609497,0.01053833,0.48187622,0.09679077
