0.141013,0.07699219,0.47894531,0.08847656,0.04253906,0.42152344,0.15355469,0.05402344,0.06550781,0.18417969,0.10761719
0.1396515,0.08452881,0.419729,0.1776001,0.2235376,0.07280518,0.06060303,0.052229,0.1685083,0.05031494,0.06251709
0.1433227,0.03036682,0.4060614,0.07283508,0.36108093,0.02175354,0.02396667,0.20125671,0.06649475,0.12702698,0.48334167
0.1398578,0.01388794,0.07609497,0.02321899,0.42732544,0.07609497,0.14835083,0.05611694,0.19392944,0.30111694,0.15481079
0.1392873,0.01421692,0.11452576,0.19354065,0.21166443,0.1714093,0.04801208,0.18678162,0.01230286,0.31974915,0.07480896
0.1392913,0.0282135,0.12349792,0.28409973,0.0646405,0.16363342,0.01846375,0.0981366,0.3327887,0.074151,0.05291687
0.1410278,0.13369629,0.43898926,0.40501465,0.13513184,0.12077637,0.02650879,0.07196777,0.24088379,0.04469238,0.01311035
0.1400626,0.01602631,0.2928476,0.03908478,0.14376007,0.09193085,0.07984833,0.23333221,0.1144809,0.25136627,0.05278229
0.1412807,0.0141272,0.2591272,0.19380981,0.25673462,0.01747681,0.07202759,0.07693237,0.3319812,0.13196167,0.12011841
0.1404373,0.0151889,0.06495453,0.17653839,0.10344513,0.28130341,0.07494354,0.06764618,0.15001068,0.47686676,0.01342438
0.1410196,0.01696838,0.36586609,0.02498352,0.06440125,0.47538635,0.05267761,0.1151239,0.25215881,0.09448792,0.11392761
0.1391998,0.04989624,0.01807495,0.20828491,0.19273315,0.35303589,0.02932007,0.08064087,0.03087524,0.06102173,0.10755737
0.140442,0.10483582,0.21627014,0.11691833,0.09520569,0.19527527,0.02175354,0.01780579,0.08414001,0.07815857,0.07080139
0.142607,0.04119324,0.23301819,0.3853656,0.24210999,0.33260925,0.03945862,0.25275696,0.01284119,0.1772113,0.03395569
0.1435312,0.02749573,0.06248718,0.01254211,0.31227234,0.08970276,0.40199402,0.16010437,0.04065491,0.47634338,0.17804871
0.1404014,0.03540619,0.06674896,0.39199005,0.04877472,0.48550995,0.03032196,0.12686249,0.05777679,0.05589264,0.24682037
0.1401263,0.1188623,0.1188623,0.01406738,0.47727051,0.09445801,0.19446777,0.20355957,0.06526855,0.0451709,0.04134277
0.1401911,0.06945557,0.0443335,0.06108154,0.02662842,0.2587085,0.07711182,0.43528076,0.2036792,0.03763428,0.04457275
0.1395469,0.0149646,0.16880737,0.04415405,0.12526245,0.02716675,0.04989624,0.43809204,0.11078735,0.06532837,0.14248901
0.1391123,0.04714478,0.15911743,0.09284302,0.37492798,0.01604126,0.36535767,0.04582886,0.03960815,0.03865112,0.02776489
0.1406814,0.02767517,0.19964172,0.2512616,0.05656555,0.26238708,0.15274719,0.04304749,0.0141571,0.08808777,0.338172
0.140853,0.02211243,0.30664978,0.24210999,0.19946228,0.01948059,0.14634705,0.11715759,0.10441711,0.19796692,0.06787048
0.140508,0.08267456,0.03219116,0.06831909,0.08387085,0.2843689,0.03147339,0.322052,0.05934692,0.26271606,0.15134155
0.1405019,0.02937988,0.26002441,0.2719873,0.0116748,0.32270996,0.04469238,0.0576123,0.41984863,0.0360791,0.07148926
0.1397868,0.03416504,0.20164551,0.0451709,0.05091309,0.40405762,0.21791504,0.07962402,0.04947754,0.14422363,0.1585791
0.1402896,0.06493958,0.33177185,0.06625549,0.04992615,0.22978821,0.11213318,0.4557074,0.06302551,0.07570618,0.07959412
0.14115,0.1490686,0.4400061,0.08375122,0.38019165,0.30362915,0.12275024,0.06066284,0.02286011,0.0716687,0.05599731
0.1401514,0.03449402,0.13252991,0.01116638,0.20669983,0.23212097,0.0633844,0.04125305,0.15926697,0.20687927,0.26077209
0.1394514,0.11162476,0.0625769,0.29393921,0.03051636,0.2463269,0.01640015,0.19022095,0.09643188,0.22132446,0.07453979
0.1399483,0.07678284,0.08306335,0.06470032,0.2897821,0.2011969,0.37663269,0.05339539,0.08994202,0.09688049,0.05315613
0.1416198,0.03287903,0.01355896,0.07917542,0.44757263,0.14030579,0.22936951,0.37483826,0.03862122,0.09628235,0.15280701
0.1412544,0.03062103,0.01794037,0.04458771,0.29090363,0.06345917,0.09635712,0.34028046,0.47217133,0.17360748,0.03914459
0.1395661,0.17816833,0.18983215,0.34337585,0.01469543,0.24348572,0.05010559,0.10645081,0.03449402,0.08019226,0.01971985
0.1416933,0.01795532,0.44670532,0.04451294,0.16103149,0.11317993,0.49694946,0.1420105,0.06018433,0.01328979,0.20816528
0.1403563,0.07899597,0.08707092,0.41646912,0.30096741,0.1502948,0.01696838,0.1316925,0.02767517,0.01595154,0.16554749
0.1403406,0.16596619,0.06326477,0.16752136,0.15753235,0.11356873,0.01445618,0.10956116,0.02229187,0.39385925,0.06111145
0.1408074,0.15433228,0.48067993,0.35315552,0.05336548,0.03135376,0.07442017,0.42864136,0.05492065,0.02333862,0.07370239
0.1406418,0.03255005,0.05169067,0.24955688,0.1780188,0.10719849,0.08853638,0.49013062,0.22407593,0.04989624,0.07298462
